
1,5; -2.22174284758, 1.04337617659, -3.20645921056, -2.21174284758, 1.05337617659, -3.19645921056, -2.23174284758, 1.03337617659, -3.21645921056; 0, 6,1,1; 0.3367095845517526; 0; 0,2,1; 1 1 1/2 1 1/3 1 1/4 1 1/; 04312433314214441311; 0.516656550928; 2212; 0.975; -2.22174284758/1.04337617659/-5; 0/0/0; 0;

0,5; -2.23857464085, 1.04575107455, 1.68012437943, -2.22857464085, 1.05575107455, 1.69012437943, -2.24857464085, 1.03575107455, 1.67012437943; 0, 12,1,1; 0.001032764824214613; 1; 0,7,1; 1 1 1/1 2 1/1 3 1/2 1 1/2 2 1/2 3 1/3 1 1/3 2 1/3 3 1/4 1 1/4 2 1/4 3 1/4 9 1/; 00032111312231412222; 0.2036890787; 2212; 0.975; -2.23857464085/1.04575107455/-5; 0/0/0; 0;

0,5; -2.22860736453, 1.0427869697, 2.50940118242, -2.21860736453, 1.0527869697, 2.51940118242, -2.23860736453, 1.0327869697, 2.49940118242; 0, 12,1,1; 0.2510546870988484; 0; 0,5,1; 1 8 1/1 9 1/2 8 1/2 9 1/3 8 1/3 9 1/4 1 1/4 8 1/4 9 1/; 33333330011244421212; 1.60916023991; 2212; 0.975; -2.22860736453/1.0427869697/-5; 0/0/0; 0;

0,5; -2.22732670826, 1.03598728696, -2.43012654002, -2.21732670826, 1.04598728696, -2.42012654002, -2.23732670826, 1.02598728696, -2.44012654002; 0, 34,1,1; 0.00032722685080155807; 1; 0,2,1; 1 1 1/2 1 1/3 1 1/4 1 1/; 02312143424323144332; 1.88513981717; 2212; 0.975; -2.22732670826/1.03598728696/-5; 0/0/0; 0;

0,5; -2.23403267573, 1.04483249715, -1.41560002784, -2.22403267573, 1.05483249715, -1.40560002784, -2.24403267573, 1.03483249715, -1.42560002784; 0, 34,1,1; 0.23852632801414198; 1; 0,7,1; 1 1 1/1 2 1/1 3 1/2 1 1/2 2 1/2 3 1/3 1 1/3 2 1/3 3 1/4 1 1/4 2 1/4 3 1/4 10 1/; 00041214323321322423; 1.89064218299; 2212; 0.975; -2.23403267573/1.04483249715/-5; 0/0/0; 0;

0,5; -2.23560665243, 1.04393880208, -1.95259190086, -2.22560665243, 1.05393880208, -1.94259190086, -2.24560665243, 1.03393880208, -1.96259190086; 0, 34,1,1; 0.025308139226415616; 0; 0,3,1; 1 6 1/2 6 1/3 6 1/4 1 1/4 6 1/; 34243032312132213121; 1.95215954804; 2212; 0.975; -2.23560665243/1.04393880208/-5; 0/0/0; 0;

1,6; 3.088934832, -1.53241580327, 2.20198549834, 3.098934832, -1.52241580327, 2.21198549834, 3.078934832, -1.54241580327, 2.19198549834; 0, 41,1,1; 0.9852070423054449; 1; 0,2,1; 1 1 1/2 1 1/3 1 1/4 1 1/; 03312243411211123214; 0.321985362844; 2212; 0.975; 3.088934832/-1.53241580327/-5; 0/0/0; 0;

1,7; -3.2589015042, 2.66332876346, -0.417527595906, -3.2489015042, 2.67332876346, -0.407527595906, -3.2689015042, 2.65332876346, -0.427527595906; 0, 33,1,1; 0.02154762855421205; 1; 0,2,1; 1 1 1/2 1 1/3 1 1/4 1 1/; 03324243212122244422; 1.12393901072; 2212; 0.975; -3.2589015042/2.66332876346/-5; 0/0/0; 0;

0,7; -3.24966592108, 2.6341782403, 0.710708282292, -3.23966592108, 2.6441782403, 0.720708282292, -3.25966592108, 2.6241782403, 0.700708282292; 0, 33,1,1; 0.5824855602381606; 0; 0,2,1; 1 1 1/2 1 1/3 1 1/4 1 1/; 01112131441122324343; 0.582257429327; 2212; 0.975; -3.24966592108/2.6341782403/-5; 0/0/0; 0;

1,8; 1.3824144059, 3.34820766705, -1.29869418623, 1.3924144059, 3.35820766705, -1.28869418623, 1.3724144059, 3.33820766705, -1.30869418623; 0, 45,1,1; 0.2005654629013935; 1; 0,9,1; 1 1 1/1 9 1/1 10 1/1 11 1/1 12 1/2 9 1/2 10 1/2 11 1/2 12 1/3 9 1/3 10 1/3 11 1/3 12 1/4 9 1/4 10 1/4 11 1/4 12 1/; 13233321000021334332; 1.72896746468; 2212; 0.975; 1.3824144059/3.34820766705/-5; 0/0/0; 0;

0,8; 1.41578801709, 3.32928489136, -0.49234068426, 1.42578801709, 3.33928489136, -0.48234068426, 1.40578801709, 3.31928489136, -0.50234068426; 0, 45,1,1; 0.679367519345555; 0; 0,2,1; 1 1 1/2 1 1/3 1 1/4 1 1/; 03442222434124414443; 1.04689939039; 2212; 0.975; 1.41578801709/3.32928489136/-5; 0/0/0; 0;

1,9; 3.26135366174, 1.80820915735, -1.2229783803, 3.27135366174, 1.81820915735, -1.2129783803, 3.25135366174, 1.79820915735, -1.2329783803; 0, 43,1,1; 0.0948322738189461; 1; 0,7,1; 1 1 1/1 6 1/1 7 1/1 8 1/2 6 1/2 7 1/2 8 1/3 6 1/3 7 1/3 8 1/4 6 1/4 7 1/4 8 1/; 21231000442122331342; 0.170490042231; 2212; 0.975; 3.26135366174/1.80820915735/-5; 0/0/0; 0;

0,9; 3.26400598988, 1.8125527174, 0.477356491554, 3.27400598988, 1.8225527174, 0.487356491554, 3.25400598988, 1.8025527174, 0.467356491554; 0, 43,1,1; 0.9694696843219262; 1; 0,5,1; 1 1 1/1 9 1/1 10 1/2 9 1/2 10 1/3 9 1/3 10 1/4 9 1/4 10 1/; 43243231004341433111; 0.618065681801; 2212; 0.975; 3.26400598988/1.8125527174/-5; 0/0/0; 0;

1,10; 1.98980527277, -1.88102938562, -2.06373633613, 1.99980527277, -1.87102938562, -2.05373633613, 1.97980527277, -1.89102938562, -2.07373633613; 0, 27,1,1; 0.835647735926095; 0; 0,2,1; 1 1 1/2 1 1/3 1 1/4 1 1/; 01214243444424223422; 0.115138895666; 2212; 0.975; 1.98980527277/-1.88102938562/-5; 0/0/0; 0;

0,10; 1.9771919575, -1.87947450785, -2.16858676036, 1.9871919575, -1.86947450785, -2.15858676036, 1.9671919575, -1.88947450785, -2.17858676036; 0, 27,1,1; 0.7832224523339828; 0; 0,7,1; 1 1 1/1 2 1/1 3 1/1 11 1/2 1 1/2 2 1/2 3 1/3 1 1/3 2 1/3 3 1/4 1 1/4 2 1/4 3 1/; 00044332233231431341; 0.332229564069; 2212; 0.975; 1.9771919575/-1.87947450785/-5; 0/0/0; 0;

0,10; 1.97285461312, -1.87610588103, 1.13673605793, 1.98285461312, -1.86610588103, 1.14673605793, 1.96285461312, -1.88610588103, 1.12673605793; 0, 19,1,1; 0.4337509610902796; 1; 0,2,1; 1 1 1/2 1 1/3 1 1/4 1 1/; 01442224432132134323; 0.965277964131; 2212; 0.975; 1.97285461312/-1.87610588103/-5; 0/0/0; 0;

1,11; -0.594088871703, -3.70243240073, -0.894353241506, -0.584088871703, -3.69243240073, -0.884353241506, -0.604088871703, -3.71243240073, -0.904353241506; 0, 3,1,1; 0.3535010428296399; 1; 0,2,1; 1 1 1/2 1 1/3 1 1/4 1 1/; 01121333111132331134; 0.132756986583; 2212; 0.975; -0.594088871703/-3.70243240073/-5; 0/0/0; 0;

0,11; -0.593275884382, -3.70166206869, 0.849649254226, -0.583275884382, -3.69166206869, 0.859649254226, -0.603275884382, -3.71166206869, 0.839649254226; 0, 16,1,1; 0.36175489664521376; 1; 0,7,1; 1 1 1/1 3 1/1 4 1/1 5 1/2 3 1/2 4 1/2 5 1/3 3 1/3 4 1/3 5 1/4 3 1/4 4 1/4 5 1/; 44000212433112133223; 0.349419077225; 2212; 0.975; -0.593275884382/-3.70166206869/-5; 0/0/0; 0;

0,11; -0.591022400241, -3.69872440186, 1.07056466256, -0.581022400241, -3.68872440186, 1.08056466256, -0.601022400241, -3.70872440186, 1.06056466256; 0, 16,1,1; 0.4975554363854663; 1; 0,2,1; 1 1 1/2 1 1/3 1 1/4 1 1/; 01241134242432324213; 1.58034038037; 2212; 0.975; -0.591022400241/-3.69872440186/-5; 0/0/0; 0;

2,0; 0.646189109893, 3.85839984881, -0.0751201525257, 0.656189109893, 3.86839984881, -0.0651201525257, 0.636189109893, 3.84839984881, -0.0851201525257; 0, 45,1,1; 0.8911774693978862; 1; 0,2,1; 1 1 1/2 1 1/3 1 1/4 1 1/; 03413424231224441433; 1.65182540633; 2212; 0.975; 0.646189109893/3.85839984881/-5; 0/0/0; 0;

0,0; 0.644822011411, 3.85757131777, 0.502322444219, 0.654822011411, 3.86757131777, 0.512322444219, 0.634822011411, 3.84757131777, 0.492322444219; 0, 31,1,1; 0.3070259964919466; 1; 0,3,1; 1 4 1/2 4 1/3 4 1/4 1 1/4 4 1/; 33302341123141413111; 1.84159483352; 2212; 0.975; 0.644822011411/3.85757131777/-5; 0/0/0; 0;

0,0; 0.675675122589, 3.83627142793, -0.818728019689, 0.685675122589, 3.84627142793, -0.808728019689, 0.665675122589, 3.82627142793, -0.828728019689; 0, 45,1,1; 0.4799724281721466; 0; 0,2,1; 1 1 1/2 1 1/3 1 1/4 1 1/; 04223414332241232123; 0.264339534294; 2212; 0.975; 0.675675122589/3.83627142793/-5; 0/0/0; 0;

1,1; 2.287462757, -0.485901440671, 2.23792238658, 2.297462757, -0.475901440671, 2.24792238658, 2.277462757, -0.495901440671, 2.22792238658; 0, 41,1,1; 0.9906022489454032; 1; 0,7,1; 1 1 1/1 2 1/1 3 1/2 1 1/2 2 1/2 3 1/3 1 1/3 2 1/3 3 1/4 1 1/4 2 1/4 3 1/4 6 1/; 00022141331312313343; 0.788386551336; 2212; 0.975; 2.287462757/-0.485901440671/-5; 0/0/0; 0;

0,1; 2.31909757737, -0.513595049428, -0.943172729232, 2.32909757737, -0.503595049428, -0.933172729232, 2.30909757737, -0.523595049428, -0.953172729232; 0, 43,1,1; 0.22399479420567175; 0; 0,2,1; 1 1 1/2 1 1/3 1 1/4 1 1/; 03444311244122342142; 1.33433190647; 2212; 0.975; 2.31909757737/-0.513595049428/-5; 0/0/0; 0;

0,1; 2.28404189388, -0.486661747918, 0.570236645441, 2.29404189388, -0.476661747918, 0.580236645441, 2.27404189388, -0.496661747918, 0.560236645441; 0, 2,1,1; 0.18918715704249672; 0; 0,2,1; 1 1 1/2 1 1/3 1 1/4 1 1/; 04424342111321431234; 1.29426326626; 2212; 0.975; 2.28404189388/-0.486661747918/-5; 0/0/0; 0;

0,1; 2.29273490788, -0.488152680821, -0.595818034374, 2.30273490788, -0.478152680821, -0.585818034374, 2.28273490788, -0.498152680821, -0.605818034374; 0, 43,1,1; 0.42578044596317455; 0; 0,2,1; 1 1 1/2 1 1/3 1 1/4 1 1/; 01341334334431344114; 1.88428143526; 2212; 0.975; 2.29273490788/-0.488152680821/-5; 0/0/0; 0;

0,1; 2.28811340687, -0.491472650926, 0.826709638686, 2.29811340687, -0.481472650926, 0.836709638686, 2.27811340687, -0.501472650926, 0.816709638686; 0, 2,1,1; 0.3299931605422803; 1; 0,5,1; 1 1 1/1 11 1/1 12 1/2 11 1/2 12 1/3 11 1/3 12 1/4 11 1/4 12 1/; 11131123130031424413; 1.46909878513; 2212; 0.975; 2.28811340687/-0.491472650926/-5; 0/0/0; 0;

0,1; 2.28431311151, -0.487927980322, 1.8794453789, 2.29431311151, -0.477927980322, 1.8894453789, 2.27431311151, -0.497927980322, 1.8694453789; 0, 2,1,1; 0.9155135057872004; 0; 0,5,1; 1 3 1/1 4 1/2 3 1/2 4 1/3 3 1/3 4 1/4 1 1/4 3 1/4 4 1/; 21002144124312214114; 0.0197208801587; 2212; 0.975; 2.28431311151/-0.487927980322/-5; 0/0/0; 0;

1,2; 2.8981544658, -2.4873529344, 0.0412356879334, 2.9081544658, -2.4773529344, 0.0512356879334, 2.8881544658, -2.4973529344, 0.0312356879334; 0, 14,1,1; 0.7511519752176989; 1; 0,2,1; 1 1 1/2 1 1/3 1 1/4 1 1/; 01411342331342414321; 0.577619374279; 2212; 0.975; 2.8981544658/-2.4873529344/-5; 0/0/0; 0;

0,2; 2.88069770773, -2.48473850826, 1.83045731616, 2.89069770773, -2.47473850826, 1.84045731616, 2.87069770773, -2.49473850826, 1.82045731616; 0, 19,1,1; 0.8362689405245627; 0; 0,2,1; 1 1 1/2 1 1/3 1 1/4 1 1/; 02221414443221241424; 0.211292922356; 2212; 0.975; 2.88069770773/-2.48473850826/-5; 0/0/0; 0;

0,2; 2.88014796426, -2.48304208672, -1.93181048353, 2.89014796426, -2.47304208672, -1.92181048353, 2.87014796426, -2.49304208672, -1.94181048353; 0, 27,1,1; 0.8936619037302742; 1; 0,7,1; 1 1 1/1 9 1/1 10 1/1 11 1/2 9 1/2 10 1/2 11 1/3 9 1/3 10 1/3 11 1/4 9 1/4 10 1/4 11 1/; 43422324000424112422; 1.30295722991; 2212; 0.975; 2.88014796426/-2.48304208672/-5; 0/0/0; 0;

1,3; 1.13951260481, -2.50252927168, 1.06844376038, 1.14951260481, -2.49252927168, 1.07844376038, 1.12951260481, -2.51252927168, 1.05844376038; 0, 28,1,1; 0.43346683472399883; 1; 0,3,1; 1 8 1/2 8 1/3 8 1/4 1 1/4 8 1/; 32341420314341321323; 0.405153943634; 2212; 0.975; 1.13951260481/-2.50252927168/-5; 0/0/0; 0;

0,3; 1.13547326275, -2.50298520449, -1.81240643494, 1.14547326275, -2.49298520449, -1.80240643494, 1.12547326275, -2.51298520449, -1.82240643494; 0, 40,1,1; 0.95627269434717; 0; 0,2,1; 1 1 1/2 1 1/3 1 1/4 1 1/; 03124121323334124432; 1.09805734339; 2212; 0.975; 1.13547326275/-2.50298520449/-5; 0/0/0; 0;

1,4; -2.22595757206, -0.436827343657, 2.09796925271, -2.21595757206, -0.426827343657, 2.10796925271, -2.23595757206, -0.446827343657, 2.08796925271; 0, 26,1,1; 0.05308060074742221; 1; 0,2,1; 1 1 1/2 1 1/3 1 1/4 1 1/; 01231441422213244234; 0.157144582666; 2212; 0.975; -2.22595757206/-0.436827343657/-5; 0/0/0; 0;

0,4; -2.38904125376, -1.31526795757, 2.85133472401, -2.37904125376, -1.30526795757, 2.86133472401, -2.39904125376, -1.32526795757, 2.84133472401; 0, 26,1,1; 0.4283750210334686; 1; 0,2,1; 1 1 1/2 1 1/3 1 1/4 1 1/; 01322414231224223124; 0.622861363672; 2212; 0.975; -2.38904125376/-1.31526795757/-5; 0/0/0; 0;

0,4; -2.2157311325, -0.438758759849, -1.39929869645, -2.2057311325, -0.428758759849, -1.38929869645, -2.2257311325, -0.448758759849, -1.40929869645; 0, 34,1,1; 0.24736649521983217; 0; 0,2,1; 1 1 1/2 1 1/3 1 1/4 1 1/; 04132322322443211232; 1.18003759288; 2212; 0.975; -2.2157311325/-0.438758759849/-5; 0/0/0; 0;

0,4; -2.2235055877, -0.429947611624, -2.31994510354, -2.2135055877, -0.419947611624, -2.30994510354, -2.2335055877, -0.439947611624, -2.32994510354; 0, 32,1,1; 0.8424347290769889; 0; 0,2,1; 1 1 1/2 1 1/3 1 1/4 1 1/; 02232311422311311131; 0.689658168407; 2212; 0.975; -2.2235055877/-0.429947611624/-5; 0/0/0; 0;

1,5; 3.0246583611, -1.18989149893, 0.989120012702, 3.0346583611, -1.17989149893, 0.999120012702, 3.0146583611, -1.19989149893, 0.979120012702; 0, 41,1,1; 0.38841763259296014; 1; 0,2,1; 1 1 1/2 1 1/3 1 1/4 1 1/; 02132231344323331123; 1.69768230146; 2212; 0.975; 3.0246583611/-1.18989149893/-5; 0/0/0; 0;

1,6; -0.8976284687, 1.85689894877, -1.50493365369, -0.8876284687, 1.86689894877, -1.49493365369, -0.9076284687, 1.84689894877, -1.51493365369; 0, 17,1,1; 0.17948890495390007; 1; 0,2,1; 1 1 1/2 1 1/3 1 1/4 1 1/; 02343241443414132122; 1.61232829883; 2212; 0.975; -0.8976284687/1.85689894877/-5; 0/0/0; 0;

0,6; -0.836137564662, 1.85509940018, -0.482092419681, -0.826137564662, 1.86509940018, -0.472092419681, -0.846137564662, 1.84509940018, -0.492092419681; 0, 29,1,1; 0.7374040567969011; 1; 0,2,1; 1 1 1/2 1 1/3 1 1/4 1 1/; 04344132241111433231; 0.992459434602; 2212; 0.975; -0.836137564662/1.85509940018/-5; 0/0/0; 0;

0,6; -0.828596287956, 1.84300303399, -1.08670863523, -0.818596287956, 1.85300303399, -1.07670863523, -0.838596287956, 1.83300303399, -1.09670863523; 0, 29,1,1; 0.37144501164607335; 1; 0,2,1; 1 1 1/2 1 1/3 1 1/4 1 1/; 01414334343331444221; 1.29027809513; 2212; 0.975; -0.828596287956/1.84300303399/-5; 0/0/0; 0;

0,6; -0.826605650877, 1.8476815332, 3.24860631234, -0.816605650877, 1.8576815332, 3.25860631234, -0.836605650877, 1.8376815332, 3.23860631234; 0, 8,1,1; 0.6703009421484483; 1; 0,2,1; 1 1 1/2 1 1/3 1 1/4 1 1/; 03111424323114422223; 0.484981474058; 2212; 0.975; -0.826605650877/1.8476815332/-5; 0/0/0; 0;

1,7; 1.56448825161, -0.885256931315, -3.66990004561, 1.57448825161, -0.875256931315, -3.65990004561, 1.55448825161, -0.895256931315, -3.67990004561; 0, 40,1,1; 0.029940180286485985; 1; 0,9,1; 1 1 1/1 6 1/1 7 1/1 8 1/1 9 1/2 6 1/2 7 1/2 8 1/2 9 1/3 6 1/3 7 1/3 8 1/3 9 1/4 6 1/4 7 1/4 8 1/4 9 1/; 42412000024131233213; 0.309239562358; 2212; 0.975; 1.56448825161/-0.885256931315/-5; 0/0/0; 0;

0,7; 1.57732499112, -0.882129787131, 1.13909117689, 1.58732499112, -0.872129787131, 1.14909117689, 1.56732499112, -0.892129787131, 1.12909117689; 0, 2,1,1; 0.5212340804700449; 0; 0,2,1; 1 1 1/2 1 1/3 1 1/4 1 1/; 02223144444244234433; 0.984546001808; 2212; 0.975; 1.57732499112/-0.882129787131/-5; 0/0/0; 0;

0,7; 1.56300126797, -0.884548134434, -3.31245913148, 1.57300126797, -0.874548134434, -3.30245913148, 1.55300126797, -0.894548134434, -3.32245913148; 0, 40,1,1; 0.1582457918207703; 1; 0,9,1; 1 1 1/1 11 1/1 12 1/1 13 1/1 14 1/2 11 1/2 12 1/2 13 1/2 14 1/3 11 1/3 12 1/3 13 1/3 14 1/4 11 1/4 12 1/4 13 1/4 14 1/; 43442432310000144441; 0.684573884599; 2212; 0.975; 1.56300126797/-0.884548134434/-5; 0/0/0; 0;

0,7; 1.55077340857, -0.892315176392, -3.67182565066, 1.56077340857, -0.882315176392, -3.66182565066, 1.54077340857, -0.902315176392, -3.68182565066; 0, 40,1,1; 0.029496977847431438; 0; 0,7,1; 1 1 1/1 8 1/1 9 1/1 10 1/2 8 1/2 9 1/2 10 1/3 8 1/3 9 1/3 10 1/4 8 1/4 9 1/4 10 1/; 12114420002143234123; 1.96416299014; 2212; 0.975; 1.55077340857/-0.892315176392/-5; 0/0/0; 0;

0,7; 1.55811992053, -0.88038323503, 0.286567646986, 1.56811992053, -0.87038323503, 0.296567646986, 1.54811992053, -0.89038323503, 0.276567646986; 0, 2,1,1; 0.06910421940214029; 0; 0,2,1; 1 1 1/2 1 1/3 1 1/4 1 1/; 04323413111141142222; 1.61984596191; 2212; 0.975; 1.55811992053/-0.88038323503/-5; 0/0/0; 0;

1,8; 3.73689952856, 1.14308739127, 1.16579248777, 3.74689952856, 1.15308739127, 1.17579248777, 3.72689952856, 1.13308739127, 1.15579248777; 0, 41,1,1; 0.49747592762559395; 1; 0,2,1; 1 1 1/2 1 1/3 1 1/4 1 1/; 02134343241421234333; 1.4605630307; 2212; 0.975; 3.73689952856/1.14308739127/-5; 0/0/0; 0;

0,8; 3.73394553726, 1.25544918803, 0.338323044525, 3.74394553726, 1.26544918803, 0.348323044525, 3.72394553726, 1.24544918803, 0.328323044525; 0, 43,1,1; 0.9295671265916295; 1; 0,2,1; 1 1 1/2 1 1/3 1 1/4 1 1/; 02321443144241422111; 0.111323325076; 2212; 0.975; 3.73394553726/1.25544918803/-5; 0/0/0; 0;

1,9; -3.02349570774, 0.111181318913, 2.71584939604, -3.01349570774, 0.121181318913, 2.72584939604, -3.03349570774, 0.101181318913, 2.70584939604; 0, 12,1,1; 0.37047653002892733; 0; 0,7,1; 1 6 1/1 7 1/1 8 1/2 6 1/2 7 1/2 8 1/3 6 1/3 7 1/3 8 1/4 1 1/4 6 1/4 7 1/4 8 1/; 11332000142322221432; 0.199369312821; 2212; 0.975; -3.02349570774/0.111181318913/-5; 0/0/0; 0;

0,9; -3.04428687355, 0.101386111585, 2.57980362334, -3.03428687355, 0.111386111585, 2.58980362334, -3.05428687355, 0.0913861115854, 2.56980362334; 0, 12,1,1; 0.2904495370239156; 0; 0,3,1; 1 1 1/1 7 1/2 7 1/3 7 1/4 7 1/; 14333301442134313341; 0.883902553143; 2212; 0.975; -3.04428687355/0.101386111585/-5; 0/0/0; 0;

1,10; -0.267397290647, -1.9883452874, 0.753023363409, -0.257397290647, -1.9783452874, 0.763023363409, -0.277397290647, -1.9983452874, 0.743023363409; 0, 16,1,1; 0.3047655093998845; 0; 0,5,1; 1 1 1/1 4 1/1 5 1/2 4 1/2 5 1/3 4 1/3 5 1/4 4 1/4 5 1/; 23300444432231213422; 1.1664546866; 2212; 0.975; -0.267397290647/-1.9883452874/-5; 0/0/0; 0;

0,10; -0.258902861497, -1.99741036042, 1.26379672539, -0.248902861497, -1.98741036042, 1.27379672539, -0.268902861497, -2.00741036042, 1.25379672539; 0, 16,1,1; 0.6167891298405914; 1; 0,2,1; 1 1 1/2 1 1/3 1 1/4 1 1/; 03234222311124113342; 0.888247306343; 2212; 0.975; -0.258902861497/-1.99741036042/-5; 0/0/0; 0;

1,11; -0.0969654595662, -2.65164698373, 1.91920665114, -0.0869654595662, -2.64164698373, 1.92920665114, -0.106965459566, -2.66164698373, 1.90920665114; 0, 28,1,1; 0.9038824327736603; 1; 0,2,1; 1 1 1/2 1 1/3 1 1/4 1 1/; 02321224432212144432; 0.176032124562; 2212; 0.975; -0.0969654595662/-2.65164698373/-5; 0/0/0; 0;

0,11; -0.107052660685, -2.6433858537, 0.130495405608, -0.0970526606849, -2.6333858537, 0.140495405608, -0.117052660685, -2.6533858537, 0.120495405608; 0, 3,1,1; 0.9197523702478374; 1; 0,3,1; 1 5 1/2 5 1/3 5 1/4 1 1/4 5 1/; 23440241434133431421; 1.95971561273; 2212; 0.975; -0.107052660685/-2.6433858537/-5; 0/0/0; 0;

0,11; -0.102610425507, -2.66752612494, 0.987095256677, -0.0926104255066, -2.65752612494, 0.997095256677, -0.112610425507, -2.67752612494, 0.977095256677; 0, 16,1,1; 0.44572793505011005; 1; 0,2,1; 1 1 1/2 1 1/3 1 1/4 1 1/; 03432441434213234243; 0.973889781906; 2212; 0.975; -0.102610425507/-2.66752612494/-5; 0/0/0; 0;

0,11; -0.111415378809, -2.64667749595, 1.35994398774, -0.101415378809, -2.63667749595, 1.36994398774, -0.121415378809, -2.65667749595, 1.34994398774; 0, 28,1,1; 0.6137282808600965; 1; 0,2,1; 1 1 1/2 1 1/3 1 1/4 1 1/; 04121444414334442421; 0.863657652082; 2212; 0.975; -0.111415378809/-2.64667749595/-5; 0/0/0; 0;

0,11; -0.105844390628, -2.6471366311, 0.490096477031, -0.0958443906283, -2.6371366311, 0.500096477031, -0.115844390628, -2.6571366311, 0.480096477031; 0, 16,1,1; 0.16494021190219577; 0; 0,3,1; 1 1 1/2 1 1/3 1 1/4 1 1/4 11 1/; 01234211331114432313; 0.928484421986; 2212; 0.975; -0.105844390628/-2.6471366311/-5; 0/0/0; 0;

2,0; -0.998652568747, -2.25004139528, -1.8038286649, -0.988652568747, -2.24004139528, -1.7938286649, -1.00865256875, -2.26004139528, -1.8138286649; 0, 0,1,1; 0.9891341451444304; 1; 0,5,1; 1 5 1/1 6 1/2 5 1/2 6 1/3 5 1/3 6 1/4 1 1/4 5 1/4 6 1/; 34240011112441114233; 0.759771913311; 2212; 0.975; -0.998652568747/-2.25004139528/-5; 0/0/0; 0;

0,0; -0.997339478216, -2.25394796758, 1.67880213534, -0.987339478216, -2.24394796758, 1.68880213534, -1.00733947822, -2.26394796758, 1.66880213534; 0, 16,1,1; 0.8444347613547453; 0; 0,7,1; 1 1 1/1 2 1/1 3 1/1 12 1/2 1 1/2 2 1/2 3 1/3 1 1/3 2 1/3 3 1/4 1 1/4 2 1/4 3 1/; 00034112422123211322; 1.44573791518; 2212; 0.975; -0.997339478216/-2.25394796758/-5; 0/0/0; 0;

0,0; -0.996452227387, -2.26135378091, -0.891350328109, -0.986452227387, -2.25135378091, -0.881350328109, -1.00645222739, -2.27135378091, -0.901350328109; 0, 3,1,1; 0.3552967724592649; 1; 0,2,1; 1 1 1/2 1 1/3 1 1/4 1 1/; 01211144221413314112; 0.589806091679; 2212; 0.975; -0.996452227387/-2.26135378091/-5; 0/0/0; 0;

0,0; -0.995683586221, -2.25522535827, 2.33606335038, -0.985683586221, -2.24522535827, 2.34606335038, -1.00568358622, -2.26522535827, 2.32606335038; 0, 4,1,1; 0.0462654364745842; 0; 0,5,1; 1 1 1/1 2 1/2 1 1/2 2 1/3 1 1/3 2 1/4 1 1/4 2 1/4 10 1/; 00423143341441233134; 0.137102214467; 2212; 0.975; -0.995683586221/-2.25522535827/-5; 0/0/0; 0;

1,1; -3.32516580387, -2.38367466771, -1.00423491959, -3.31516580387, -2.37367466771, -0.994234919589, -3.33516580387, -2.39367466771, -1.01423491959; 0, 1,1,1; 0.32120589879246625; 0; 0,2,1; 1 1 1/2 1 1/3 1 1/4 1 1/; 03113432113431122442; 1.73092158134; 2212; 0.975; -3.32516580387/-2.38367466771/-5; 0/0/0; 0;

1,2; 0.257414965319, -1.37128062956, 0.267226590057, 0.267414965319, -1.36128062956, 0.277226590057, 0.247414965319, -1.38128062956, 0.257226590057; 0, 18,1,1; 0.9014149451767506; 0; 0,2,1; 1 1 1/2 1 1/3 1 1/4 1 1/; 02134141444223322224; 0.787393770965; 2212; 0.975; 0.257414965319/-1.37128062956/-5; 0/0/0; 0;

0,2; 0.252091756156, -1.37186543518, -0.597488592037, 0.262091756156, -1.36186543518, -0.587488592037, 0.242091756156, -1.38186543518, -0.607488592037; 0, 18,1,1; 0.42094686877653215; 0; 0,2,1; 1 1 1/2 1 1/3 1 1/4 1 1/; 03221434331314144311; 1.49481715434; 2212; 0.975; 0.252091756156/-1.37186543518/-5; 0/0/0; 0;

0,2; 0.26580600657, -1.38062314985, -0.919795597137, 0.27580600657, -1.37062314985, -0.909795597137, 0.25580600657, -1.39062314985, -0.929795597137; 0, 18,1,1; 0.2331441550664332; 0; 0,5,1; 1 1 1/1 2 1/2 1 1/2 2 1/3 1 1/3 2 1/4 1 1/4 2 1/4 6 1/; 00441132222434234143; 1.25700254416; 2212; 0.975; 0.26580600657/-1.38062314985/-5; 0/0/0; 0;

1,3; 3.87546364643, -0.326758906333, -1.16933483486, 3.88546364643, -0.316758906333, -1.15933483486, 3.86546364643, -0.336758906333, -1.17933483486; 0, 43,1,1; 0.11629452696632869; 1; 0,5,1; 1 1 1/1 2 1/1 5 1/2 1 1/2 2 1/3 1 1/3 2 1/4 1 1/4 2 1/; 00132224213434422144; 1.6873235151; 2212; 0.975; 3.87546364643/-0.326758906333/-5; 0/0/0; 0;

0,3; 3.88514731643, -0.325458923905, -0.403068536876, 3.89514731643, -0.315458923905, -0.393068536876, 3.87514731643, -0.335458923905, -0.413068536876; 0, 43,1,1; 0.5453813363262378; 1; 0,2,1; 1 1 1/2 1 1/3 1 1/4 1 1/; 03234221312232322231; 0.589620501558; 2212; 0.975; 3.88514731643/-0.325458923905/-5; 0/0/0; 0;

